Text,Label,Score,text_cleaned
"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.",sadness,0.25,clouded outnn considering using camera star trail eyepiece projection
"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!",sadness,0.24,learning trust god quiet troubled amp restless heart bring peace weary soul amp eliminate hopelessness addiction is
A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \n― Winston S. Churchill #quote,sadness,0.238,pessimist see difficulty opportunity optimist see opportunity difficulty n winston s churchill quote
Alt-J - Hunger of the pine.,sadness,0.235,altj hunger pine
these grown ass lil boys yeah i can't take them serious.,sadness,0.235,grown as lil boy yeah serious
"Be strong &amp; courageous. Do not be terrified or discouraged, for the LORD your God will be with you wherever you go.",sadness,0.229,strong amp courageous not terrified discouraged lord god go
Let the #MrRobot binge begin. #nerdshow #compelling #dark,sadness,0.229,let mrrobot binge begin nerdshow compelling dark
Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂,sadness,0.229,car furious white men really funny story tell sober
"#RiceFODays now I am Alex Butler's class on financial management. Starts off with a great, relevant class discussion: movies and sunk costs",sadness,0.229,ricefodays alex butler class financial management start great relevant class discussion movie sunk cost
"There is no dark side in the moon. In fact, it's all dark.'\nGerry O'Driscoll at the end of 'The Dark side of the Moon'",sadness,0.229,dark moon fact darkngerry odriscoll end the dark moon
@BluesfestByron second artist announcement looking good #bluesfest2017  #Music #byronbay,sadness,0.229,second artist announcement looking good bluesfest music byronbay
now playing yung fav song ni chavs #sober 😂,sadness,0.229,playing yung fav song ni chavs sober
"@BlurtAlerts 'the darkest of nights can be bright, the solemn of faces lights up with a smile'. -@Totemprince believe in me, as I do in you",sadness,0.229,nothe darkest night bright solemn face light smile believe me
@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!,sadness,0.229,not discouraged early amp overwhelming reading amp use cue card better
Damn gud #premiere #LethalWeapon...#funny and ,sadness,0.229,damn gud premiere lethalweapon funny
I can't mourn Kid Cudi cause we have Travis Scott...,sadness,0.229,mourn kid cudi cause travis scott
"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",sadness,0.21600000000000005,joyful hope patient affliction faithful prayer roman
Isaiah 40:31\nthose who trust in the Lord will find new strength.\nThey will soar high on wings like eagles.\nThey will run and not grow weary.,sadness,0.214,isaiah nthose trust lord new strengthnthey soar high wing like eaglesnthey run not grow weary
"@AMB4JC @drtonyevans It's our job, the job of people who r still sane,still ok in life, to help the lost to find themselves &amp; love eachother",sadness,0.214,job job people r sanestill ok life help lost amp love eachother
Unmatched Party Specialist /co @T3RevNeverEnd #serious #job #titles,sadness,0.208,unmatched party specialist co job title
"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night😂",sadness,0.208,honestly not af win pine just worried getting drunk saturday night
I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him 😂😂,sadness,0.208,not think luca understands fallhe idea store
I keep feeling the heaviness on my left hand and look down and I am in awe every single time 😍💍 #notusedtoit #imafiancée #wut,sadness,0.208,feeling heaviness left hand look awe single time notusedtoit imafiance wut
the rappers who stayed true to the game is rich.,sadness,0.208,rapper stayed true game rich
@thetroche94 @ramiro_cedeno yeah if you want to become obese it is! 😅 I can afford it so I don't think it's that serious haha,sadness,0.208,yeah want obese is afford not think haha
@Hails_Berry8 @sajedhariri23 varsity pine riding,sadness,0.208,varsity pine riding
The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,sadness,0.208,difference selfies happy v unhappy absolutely amazing
@KatelynKolsrud thanks mucho kate💕 #sober,sadness,0.208,thanks mucho kate sober
@hyattd335 #Grateful for #novel #award #promo #RT - #Blessings DeWayne Hyatt #Hippie who loves to grind on the #blues #Florida,sadness,0.208,grateful novel award promo rt blessing dewayne hyatt hippie love grind blue florida
@CrucialBMXShop ohh silver lake came up a lot on there! Is that where you guys stayed?,sadness,0.208,ohh silver lake came lot there guy stayed
"@Damn_It_Dillon @SamUndomiel of course! This is a happy hentai, not a sad or gloomy one",sadness,0.208,course happy hentai not sad gloomy
@VaunWilmott @PrisonBreak @PBWritersRoom linc the sink,sadness,0.208,linc sink
"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.",sadness,0.206,you jk fun relax massage chill not eat cucumber place frown that
We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the night,sadness,0.2,stayed night longnmade drink strongnfeeling foot tallnropes swinging waternin middle night
why do i have such a thing for dark curly hAIR,sadness,0.196,thing dark curly hair
Well i did hear once before that girls are attracted to men that look like their dad!  👌 #serious,sadness,0.188,did hear girl attracted men look like dad
"A tummy full of steak, wine, key lime pine and cuddles on tap. What a way to turn around a stressful Wednesday 💛",sadness,0.188,tummy steak wine key lime pine cuddle tap way turn stressful wednesday
Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies,sadness,0.188,free live music dc tonight blue moonshinesociety loft starting pm
@hannah_2401 hannah stop being mournful and chill 💁,sadness,0.188,hannah stop mournful chill
Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!,sadness,0.188,guy read fanfiction like lost housemd tvshow link bio
@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales ,sadness,0.188,aired radio filmed lot fan pond too wale
Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday ☺ #GBBO,sadness,0.188,long day thank goodness bake brighten weary wednesday gbbo
"TONIGHT - Fulford Arms, York \nTOMORROW - Bank Top Tavern, Oldham\nNEXT SATURDAY- Big Hands, Manchester \n\n#livemusic #punk #blues #rockandroll",sadness,0.188,tonight fulford arm york ntomorrow bank tavern oldhamnnext saturday big hand manchester nn livemusic punk blue rockandroll
"I'm so proud he understands this, he shows love, thought and compassion    and it's not done in a clouded way..",sadness,0.188,proud understands this show love thought compassion not clouded way
blues bar,sadness,0.188,blue bar
"@GOP she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.",sadness,0.174,ahead poll amp trump dismal performance upcoming debate easy win hillary
@urbaneprofessor roast them. Then risotto with sage and pine nuts,sadness,0.16699999999999998,roast them risotto sage pine nut
Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,sadness,0.16699999999999998,happiness there just choose it point dwelling dark ignoring light star
Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,sadness,0.16699999999999998,good morning chirpy springequinox pensive sister autumnequinox perfect day expressed thebeautyofbalance
also who has amazon prime that would like to help a girl out LOL #serious,sadness,0.16699999999999998,amazon prime like help girl lol
I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny,sadness,0.16699999999999998,added paul walker xbox just spends time dashboard humor funny
"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",sadness,0.16699999999999998,nice balotelli best good player just lost way bit
@KatieBurnett ha freshers blues would love to re do all again ... ha nice tshirt .. vote for Pedro,sadness,0.16699999999999998,ha fresher blue love ha nice tshirt vote pedro
What do you get when you cross an #apple tree and a #pine tree? 🍎🌲\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.,sadness,0.146,cross apple tree pine tree nnothing crosspollinate deciduous coniferous tree
"Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓 #blog #selfhelp ",sadness,0.146,bear me not twitter savvy real life facebook person help gain follower blog selfhelp
@RiRiMathew even when we're fighting I'm laughing. I probably have serious ingrained issues😂🤗,sadness,0.146,fighting laughing probably ingrained issue
"@SquidWasTaken Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa",sadness,0.146,pfft yeye sucker bright yellow red pink blue come coloring background haa
Never a dull moment when talking to Nell 😂😂😂😂😋,sadness,0.146,dull moment talking nell
Never dull moment here,sadness,0.146,dull moment
#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...,sadness,0.146,picoftheday howwhy really n funny picoftheday lol random laugh chair despair funnypics virgin cafe i
@EBled2 Great to have you as our tournament chair and award was #serious,sadness,0.132,great tournament chair award
@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! 😍,sadness,0.125,red look super pretty bronzy glowy nude lip makeup look rd black pretty dark lip
@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org,sadness,0.125,hmu need player lan year dm me need player im org
"#FF @ElizaNealsRocks Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends 😎🎸",sadness,0.125,ff love amp support always eliza neals rock blue music friend
@VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.,sadness,0.104,thank much just home stunned happy not think sunk yet wow
Just put the winter duvet on ☃️❄️🌬☔️ ,sadness,0.104,just winter duvet
@SilkInSide @TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great,sadness,0.08800000000000001,pretty love sky background purple highlight dull color great
@BluesfestByron second artist announcement looking good #bluesfest2017 #blues #Music #byronbay,sadness,0.083,second artist announcement looking good bluesfest blue music byronbay
"I can literally eat creamy pesto pasta topped with grilled chicken, sun dried tomatoes, asparagus and pine nuts every single day of my life",sadness,0.083,literally eat creamy pesto pasta topped grilled chicken sun dried tomato asparagus pine nut single day life
My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher,sadness,0.667,teen son just left car haircut praying storm make home safely sad terencecrutcher
My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!!  #TerenceCrutcher,sadness,0.458,teen son just left car haircut praying storm make home safely terencecrutcher
HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!,sadness,0.396,hartramsey isuplift discouraged mean listening wrong voice amp looking wrong sourcelook lord
@AmontanaW I nearly dropped my phone into the sink HAHAHAHA,sadness,0.271,nearly dropped phone sink hahahaha
Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,sadness,0.604,feeling sad listen monsta x hug teddy bear feel better
@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me 😍,sadness,0.271,just candice not candace pout like
"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",sadness,0.542,concorde lounge terminal jfk saddened say service far dismal not expect reply
"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",sadness,0.708,facebook depressing there apps want logging in missed interesting event
"BTW, offended policy wonks, H only had one real proposal: eliminate subminimum wage. Probably good, but might discourage hiring of disabled.",sadness,0.542,btw offended policy wonk h real proposal eliminate subminimum wage probably good discourage hiring disabled
"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.",sadness,0.625,believe work meaningful client agree end day feel like pawn lost chaotic world
Refuse to let myself get discouraged.,sadness,0.292,refuse let discouraged
"@yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning. &lt;3",sadness,0.292,cheer up luv face alot prettier not frowning lt
"@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat",sadness,0.4920000000000001,sadness resentment past sadness fear future try live mhchat
Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system.,sadness,0.458,prolifers condemning menforchoice not seen criticize dismal american foster careadoption system
I love having such a big family. There's never a dull moment in my house 😂,sadness,0.083,love having big family dull moment house
@The40Bar See you all October 8th. @WreckinSO is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues,sadness,0.188,october th ready tear keeptalkin wreckinso the brandonmanitoba country rock blue
r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,sadness,0.6459999999999999,r u scared present class severe anxiety whats r u sad sometimes ur depression checked imediately
What a grim night #GetTheFireLit 🔥,sadness,0.667,grim night getthefirelit
@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),sadness,0.562,start mournful kick major key verse good guy win or just change word existing song
@xaninaany I'm so serious DM me I'll tell u more,sadness,0.396,dm tell u
Time for some despair #SDR3 #despair #fuckthisanime,sadness,0.75,time despair sdr despair fuckthisanime
"@leighsteinberg April 25th, 2010 for me. Keep up the good work!! #sober #prouder",sadness,0.208,april th me good work sober prouder
"but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days",sadness,0.8540000000000001,losing game worst end feeling mixture anger sadness shame anxiety last day
@CCGaryRoberts community policing!!!! What's that?? #lost,sadness,0.418,community policing that lost
"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness,0.5,easy fall asleep class hard bed true sober whileyouweresleeping insomnia teamfollowback rocktheretweet
"It's easy to #fall #asleep in class, but hard to in bed. #True  #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness,0.417,easy fall asleep class hard bed true whileyouweresleeping insomnia teamfollowback rocktheretweet
😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,sadness,0.75,lt moment finish netflix series watch depression
@Beakmoo hmmmm...you may have a point... I thought Twitter had got dull 😂. LAMINATION,sadness,0.542,hmmyou point thought twitter got dull lamination
I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!,sadness,0.25,just got asked hoco instagram dm bc lost bet love maturity people grade
@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂,sadness,0.25,sam holding tee look like got droop
When the surfer girl and i  don't speak the same language anymore.. #justsaying #sadness,sadness,0.667,surfer girl not speak language anymore justsaying sadness
"@NikeSupport ok, thats it. After 2 weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun",sadness,0.5,ok thats it week not able sign in time amp app strongly discourage nikerun
@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!,sadness,0.226,not let discourage z best idea yet
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad,sadness,0.7290000000000001,soldier war zone held higher level rule engagement police officer sad
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,sadness,0.583,soldier war zone held higher level rule engagement police officer
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad",sadness,0.812,nephew n cousin near bad guy killed moment cop thought bc color sad
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color ",sadness,0.688,nephew n cousin near bad guy killed moment cop thought bc color
Write drunk. Edit Sober. \nForget to save. Wake hungover.\n#amwriting #sober,sadness,0.312,write drunk edit sober nforget save wake hungovern amwriting sober
"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby",sadness,0.229,keep laughing you not fret u r giving happiness n quote quotestoliveby
Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches #SG16 #kickittomehigh #nswgaa #blues #statevstate,sadness,0.25,big time selection night absolutely buzzing bring roach sg kickittomehigh nswgaa blue statevstate
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad,sadness,0.75,headed mdw w layover slc got food wrong move bailed food amp barely it wannagetaway contest sad
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest ,sadness,0.438,headed mdw w layover slc got food wrong move bailed food amp barely it wannagetaway contest
When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,sadness,0.812,burst cry u realize truly know unhappy really not want know
Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI2016,sadness,0.375,not grow weary doing gooddo not just headline look trend line hope cgi
"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",sadness,0.542,historic evangelical wonder donatist point dreadful clergy fmr circle
@InLuvWithAGhost I'm frowning at you intensely until you watch plastic memories.,sadness,0.438,frowning intensely watch plastic memory
What's the worst affliction that you or someone you know ever convinced yourself you had?,sadness,0.458,worst affliction know convinced had
I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,sadness,0.833,pussynp panic attack nu uncontrollable anxiety n suicidal fantasy n sadness ny yearning death
@j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink,sadness,0.229,actually understand plumber etc wire way sink
Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me,sadness,0.542,im having real life conundrum cuz good spot mini hoop really starting depress
My heartbeat is forever stumbling on memories of things past. #longing #loss #shape #form #sadness,sadness,0.8959999999999999,heartbeat forever stumbling memory thing past longing loss shape form sadness
"6 might be a serious number, but 10 sounds better. Wild card race!!",sadness,0.208,number sound better wild card race
Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.,sadness,0.7709999999999999,urgent need new job constant gloom current getting bit ridiculous now
John and his 'magic box' #lost,sadness,0.229,john amagic box lost
It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,sadness,0.625,really sad order good china like internet fraudsters government really doing
Can it be 10 PM so I can sulk in my tub while listening to Lana,sadness,0.542,pm sulk tub listening lana
I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark,sadness,0.146,wait listen new single mystery new album newmusic newsingle newalbum popmusic dark
Candice's pout is gonna take someone eye out mate! #GBBO,sadness,0.312,candice pout gonna eye mate gbbo
The pine colada starburst nasty. Don't @ me,sadness,0.362,pine colada starburst nasty not
How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman,sadness,0.417,new batmantelltaleseries look good growing weary gaming style batman
@bolain_branden @GrimsToyShow grim should find broken Matt hardy because he can delete everything lol,sadness,0.292,grim broken matt hardy delete lol
"@SentinalsMom *Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--",sadness,0.375,baal dashed forward boosted forward power flight sword pointed void meant stop just short her
i am about to find the sadness in graham's lyrics,sadness,0.542,sadness graham lyric
I told my therapist that I'm on the dance team and now she's unhappy with me.,sadness,0.521,told therapist dance team unhappy me
@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.,sadness,0.521,think need experience bit madness amp despair too stuff make human
"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",sadness,0.688,texan astros shut tonight houston normal texan astros sadness loser
are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say,sadness,0.562,feeling horribly depressed despondent life future know just say
"@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too",sadness,0.259,high fantasy feel like make melancholy college age slice life thing work
Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial,sadness,0.479,social sharing dark amp web traffic come darksocial liftsocial
At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,sadness,0.354,not guy trying discourage anymore want worth contributing society
@TheBenNatan szn 3 &gt;&gt;&gt; szn 1 &gt;&gt;&gt; szn 2. Just to warn you. Don't let szn 2 discourage you.,sadness,0.333,szn gtgtgt szn gtgtgt szn just warn you not let szn discourage you
"@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait",sadness,0.6459999999999999,lestweforget yr on graduate trainee recruitment not concluded disappointed weary wewait
Go help the cause.@plantingaseed.net. #recovery  #sober #addiction,sadness,0.396,help causenet recovery sober addiction
@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?,sadness,0.8540000000000001,getting close poll ignorant ppl depressing painful need change bethechange how
@TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!,sadness,0.604,this sadly history teacher talked fuck remember that
"Defining yourself in terms of opposition, i.e. the clouded mirror phenomena, is almost always a mistake.",sadness,0.438,defining term opposition ie clouded mirror phenomenon mistake
It serves a gloomy higher than the wolves of the village,sadness,0.458,serf gloomy higher wolf village
"Finally watched #hungergamesmockingjay2 this morning, sadly I feel a little disappointed #toomuchhype",sadness,0.509,finally watched hungergamesmockingjay morning sadly feel little disappointed toomuchhype
@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff,sadness,0.542,ravenclaw sadness shouldhavebeenhufflepuff
Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch,sadness,0.438,going sulk week ourgirl on best
@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major,sadness,0.583,momma worse tony soprano momma wow sad history major
@BokuNoGio AND his momma was worse than Tony sopranos momma #wow  #history #major,sadness,0.417,momma worse tony soprano momma wow history major
@TrueRyuga I tore my MLC playing football in HS. Knees are serious business. Take care of them! Lemme know if you need anything.,sadness,0.292,tore mlc playing football h knee business care them lemme know need anything
@MlaStandard The depth that you've sunk to. You're readership deserves more.,sadness,0.417,depth sunk to readership deserves more
when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :(,sadness,0.625,season grey anatomy premiere today season sadness
@thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming.,sadness,0.542,no sudden not sunk yet leo knew coming
"Long day, kind tweets, our melancholy, @DownFrontArtist defeats.",sadness,0.542,long day kind tweet melancholy defeat
Dream show how cisco 642-188 pdf melancholy: aHid,sadness,0.262,dream cisco pdf melancholy ahid
Not a great start but good comeback from the boys to earn a point. Bring on Saturday #blues,sadness,0.354,not great start good comeback boy earn point bring saturday blue
Living with #depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like :-),sadness,0.438,living depression doe not mean defeated itnevery day new day yesterday doe not decide today look like
@Magrove86Mark @clareftballnews jersey gloves?  #dark,sadness,0.229,jersey glove dark
Been a while since I been sober. This life can be so hard,sadness,0.7290000000000001,sober life hard
Just reached 10k followers - WOW - thanks blues #mcfc #ctid,sadness,0.25,just reached k follower wow thanks blue mcfc ctid
"When mine pass, I know I'll be inconsolable &amp; devastated. For a while.",sadness,0.862,pas know inconsolable amp devastated while
I'm throwing myself straight into American Horror Story so I don't have time to grieve,sadness,0.655,throwing straight american horror story not time grieve
*Sigh* #depression #saddness #afterellen #shitsucks,sadness,0.917,sigh depression saddness afterellen shitsucks
@rosalilium I'm wearing all black tomorrow to mourn. 😭💔,sadness,0.917,wearing black tomorrow mourn
eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM,sadness,0.604,eun im really unhappy dont like like pls dontnnyall okay love
@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad,sadness,0.6459999999999999,not expect trumpie understand difference real thing pretend thing sad
@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. ,sadness,0.375,not expect trumpie understand difference real thing pretend thing
"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness,0.623,tell camp not happy purely bojan muninnboth normally fab guy completely dejected not right
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",sadness,0.833,migraine hangover day stood dish exhausted again gad depression amp chronic pain anxiety depression pain
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety  #pain",sadness,0.812,migraine hangover day stood dish exhausted again gad depression amp chronic pain anxiety pain
No sober weekend 🙂🙂🙂,sadness,0.333,sober weekend
One point: DSP claims YTers lost half their viewership in 2012 if they weren't using direct capture. That's when the search changes happened,sadness,0.271,point dsp claim yters lost half viewership not using direct capture search change happened
"@JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--",sadness,0.542,gabriel eventually start frowning gaining conciousness apparently really painful tear formed the
"No pessimist ever discovered the secret of the stars,or sailed to an uncharted land,or opened a new doorway for the human spirit.-H.Keller",sadness,0.271,pessimist discovered secret starsor sailed uncharted landor opened new doorway human spirithkeller
for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,sadness,0.562,lgbt person tell identify not valid sad stand
"What we think, we become. -Buddha #recovery #addiction #sober #sobriety",sadness,0.333,think become buddha recovery addiction sober sobriety
So drunk me hid my keys very well sober me couldn't find it anywhere,sadness,0.25,drunk hid key sober not
@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,sadness,0.298,honest hope annoying southern bint look me pout go week selasi ftw
The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes,sadness,0.8540000000000001,week dreadful opening old wound gossip othersevil spill thier lip melancholy sadnnes
@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA,sadness,0.604,oh see seen people mourn loss surprised tweet suppose old sa
@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,sadness,0.688,sorry loss shit taking time mourn matter long take
#HRmanagement must discourage the expediency factor from encroaching on the rolling out of a credible #workplaceviolenceprevention policy.,sadness,0.196,hrmanagement discourage expediency factor encroaching rolling credible workplaceviolenceprevention policy
"@BeenishParvez salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.",sadness,0.312,salaam maam r u maam allah protect u sadness illness harm amp nazrebad aameen stay blessed maam
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",sadness,0.562,walk darkness despondency scverses memorized shine light heart ex lam despondency
@LdhranOusby @RobHarris inclined to think that 'documentary' did him more harm than good. If not I despair of people's critical faculties.,sadness,0.562,inclined think wouldocumentary did harm good not despair people critical faculty
Thank you @Pret 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing,sadness,0.625,thank giving free coffee bringing reusable cup airport st time saw one depressing
Ok it really just sunk in that I'm seeing the 🐐 in a few hours.. wow 🙄🙄,sadness,0.417,ok really just sunk seeing hour wow
I don't care what shape the blues are in. \nWe owe them a fucking hiding. \nLong overdue on that front.,sadness,0.354,not care shape blue in nwe owe fucking hiding nlong overdue front
it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts,sadness,0.812,sad talk ya past n fucked thing like people really not heart
final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob,sadness,0.417,final vestige childhood just dashed shoal hearing house cover tracy chapman fast car dayjob
@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol,sadness,0.604,im pretty sure cause saturday ive just super sad lol
I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind,sadness,0.6459999999999999,going make life mission discourage using rob blind
Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.,sadness,0.715,luckily helped good people managed free depression unfortunately lasted little while
@ashleighjessica @zacflint1 I'd give that pout the firm D,sadness,0.508,pout firm d
"Most days, I don't know what my heart beats for. #depression",sadness,0.8540000000000001,day not know heart beat for depression
"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/",sadness,0.6459999999999999,going report sky stoke played ok tonight think stay messageboard tonight it grim
